1, Konrad Geßner, p1283, , Heinrich Bullinger [Antistes], p495
9830, Jean de la Fin Sr. de Beauvoir-La Nocle, p8065, 14. November 1574, Heinrich Bullinger [Antistes], p495
9831, Théodor de Bèze (Beza), p8033, 15. November 1574, Heinrich Bullinger [Antistes], p495
9832, Théodor de Bèze (Beza), p8033, 18. November 1574, Heinrich Bullinger [Antistes], p495
9833, Daniel Toussain (Tossanus) d.Ä., p8106, 21. November 1574, Heinrich Bullinger [Antistes], p495
9834, , , 21. November 1574, Heinrich Bullinger [Antistes], p495
9835, Heinrich Bullinger [Antistes], p495, 23. November 1574, Théodor de Bèze (Beza), p8033
9836, Eusebius Kleber (Cleber), p8058, 23. November 1574, Heinrich Bullinger [Antistes], p495
9837, Eusebius Kleber (Cleber), p8058, 23. November 1574, Heinrich Bullinger [Antistes], p495
9838, Thomas Erastus (Lüber), p8075, 28. November 1574, Heinrich Bullinger [Antistes], p495
9839, Johannes Haller d.J., p8018, 28. November 1574, Heinrich Bullinger [Antistes], p495
9840, Heinrich Bullinger [Antistes], p495, 29. November 1574, Hans Rudolf Bullinger, p477
9841, Heinrich Bullinger [Antistes], p495, 30. November 1574, Théodor de Bèze (Beza), p8033
9842, , , 30. November 1574, , 
9843, Théodor de Bèze (Beza), p8033, 2. Dezember 1574, Heinrich Bullinger [Antistes], p495
9844, Heinrich Bullinger [Antistes], p495, 4. Dezember 1574, Hans Rudolf Bullinger, p477
9845, Ulrich Philipp von Hohensax, p3619, 5. Dezember 1574, Heinrich Bullinger [Antistes], p495
9846, Thomas Erastus (Lüber), p8075, , Heinrich Bullinger [Antistes], p495
9847, Heinrich Bullinger [Antistes], p495, 9. Dezember 1574, Hans Rudolf Bullinger, p477
9848, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 9. Dezember 1574, Heinrich Bullinger [Antistes], p495
9849, Zacharias Ursinus (Beer Bär), p8453, 9. Dezember 1574, Heinrich Bullinger [Antistes], p495
9850, Heinrich Bullinger [Antistes], p495, 12. Dezember 1574, Hans Rudolf Bullinger, p477
9851, Gabriel Schlüsselberger, p2923, 23. Dezember 1574, Heinrich Bullinger [Antistes], p495
9852, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 23. Dezember 1574, Heinrich Bullinger [Antistes], p495
9853, Heinrich Bullinger [Antistes], p495, 23. Dezember 1574, Hans Rudolf Bullinger, p477
9854, Johann Steiger d.Ä., p8063, 23. Dezember 1574, Heinrich Bullinger [Antistes], p495
9855, Heinrich Bullinger [Antistes], p495, 25. Dezember 1574, , 
9856, Heinrich Bullinger [Antistes], p495, 27. Dezember 1574, Théodor de Bèze (Beza), p8033
9857, Théodor de Bèze (Beza), p8033, 28. Dezember 1574, Heinrich Bullinger [Antistes], p495
9858, Johannes Ewich, p1014, 29. Dezember 1574, Heinrich Bullinger [Antistes], p495
9859, Scipione Lentolo (Lentulus), p8089, 31. Dezember 1574, Heinrich Bullinger [Antistes], p495
9860, Jakob Monau, p2131, , Heinrich Bullinger [Antistes], p495
9861, Heinrich Bullinger [Antistes], p495, , , 
9862, Hans Rudolf Bullinger, p477, , Heinrich Bullinger [Antistes], p495
9863, Heinrich Bullinger [Antistes], p495, , Hans Rudolf Bullinger, p477
9864, Ludwig Lavater, p1884, , Johannes Pontisella d.J., p2627
9865, Théodor de Bèze (Beza), p8033, 1. Januar 1575, Heinrich Bullinger [Antistes], p495
9866, Hans Liner, p1918, 1. Januar 1575, Heinrich Bullinger [Antistes], p495
9867, Mathias Schädler, p2885, 5. Januar 1575, Heinrich Bullinger [Antistes], p495
9868, Heinrich Bullinger [Antistes], p495, , Rudolf Gwalther (Walter Gualtherus Walthart) d.Ä., p8011
9869, , , , , 
9870, Rudolf Gwalther (Walter Gualtherus Walthart) d.Ä., p8011, , Heinrich Bullinger [Antistes], p495
9871, , , 8. Januar 1575, , 
9872, Georg Kugelmann, p1850, 20. Januar 1575, Heinrich Bullinger [Antistes], p495
9873, Heinrich Bullinger [Antistes], p495, 21. Januar 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9874, Richard Cox, p672, 25. Januar 1575, Heinrich Bullinger [Antistes], p495
9875, Matthias Bachofen, p266, 25. Januar 1575, Heinrich Bullinger [Antistes], p495
9876, Théodor de Bèze (Beza), p8033, 26. Januar 1575, Heinrich Bullinger [Antistes], p495
9877, Hans Liner, p1918, 26. Januar 1575, Heinrich Bullinger [Antistes], p495
9878, Johann Philipp von Hohensax (Alto Saxo), p8081, 27. Januar 1575, Heinrich Bullinger [Antistes], p495
9879, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 27. Januar 1575, Heinrich Bullinger [Antistes], p495
9880, Johannes Haller d.J., p8018, 31. Januar 1575, Heinrich Bullinger [Antistes], p495
9881, Hans Liner, p1918, 31. Januar 1575, Heinrich Bullinger [Antistes], p495
9882, Heinrich Bullinger [Antistes], p495, 1. Februar 1575, Théodor de Bèze (Beza), p8033
9883, Johannes Haller d.J., p8018, 1. Februar 1575, Heinrich Bullinger [Antistes], p495
9884, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 2. Februar 1575, Heinrich Bullinger [Antistes], p495
9885, Zacharias Ursinus (Beer Bär), p8453, 2. Februar 1575, Heinrich Bullinger [Antistes], p495
9886, Henry de Bourbon, p904, 4. Februar 1575, Heinrich Bullinger [Antistes], p495
9887, Heinrich Bullinger [Antistes], p495, 4. Februar 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9888, Heinrich Bullinger [Antistes], p495, 8. Februar 1575, Sr. de Hautefort Jean de Bellièvre, p8161
9889, Heinrich Bullinger [Antistes], p495, 8. Februar 1575, Henry de Bourbon, p904
9890, Johannes Haller d.J., p8018, 8. Februar 1575, Heinrich Bullinger [Antistes], p495
9891, Matthias Bachofen, p266, 9. Februar 1575, Heinrich Bullinger [Antistes], p495
9892, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 9. Februar 1575, Heinrich Bullinger [Antistes], p495
9893, Heinrich Bullinger [Antistes], p495, 11. Februar 1575, Théodor de Bèze (Beza), p8033
9894, Scipione Lentolo (Lentulus), p8089, 11. Februar 1575, Heinrich Bullinger [Antistes], p495
9895, Kaspar Hubenschmid, p1641, Februar 1575, Heinrich Bullinger [Antistes], p495
9896, Matthias Bachofen, p266, 16. Februar 1575, Heinrich Bullinger [Antistes], p495
9897, Sr. de Hautefort Jean de Bellièvre, p8161, 16. Februar 1575, Heinrich Bullinger [Antistes], p495
9898, Hans Liner, p1918, 18. Februar 1575, Heinrich Bullinger [Antistes], p495
9899, Christoph Aichinger, p147, 21. Februar 1575, Heinrich Bullinger [Antistes], p495
9900, , , , , 
9901, Théodor de Bèze (Beza), p8033, 22. Februar 1575, Heinrich Bullinger [Antistes], p495
9902, Heinrich Bullinger [Antistes], p495, 22. Februar 1575, Théodor de Bèze (Beza), p8033
9903, Heinrich Bullinger [Antistes], p495, 22. Februar 1575, Sr. de Hautefort Jean de Bellièvre, p8161
9904, Mathias Schädler, p2885, 23. Februar 1575, Heinrich Bullinger [Antistes], p495
9905, Heinrich Bullinger [Antistes], p495, 24. Februar 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9906, Ulrich Philipp von Hohensax, p3619, 25. Februar 1575, Heinrich Bullinger [Antistes], p495
9907, David Wetter, p3933, 27. Februar 1575, Heinrich Bullinger [Antistes], p495
9908, Hans Liner, p1918, 28. Februar 1575, Heinrich Bullinger [Antistes], p495
9909, Ludwig von Wittgenstein (Sayn-Wittgenstein), p8030, 28. Februar 1575, Heinrich Bullinger [Antistes], p495
9910, Heinrich Bullinger [Antistes], p495, 1. März 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9911, François Hotman, p1586, 1. März 1575, Heinrich Bullinger [Antistes], p495
9912, , , , , 
9913, Christoph (Krystof) Thretius (Treciusz Trecki Trecy), p8511, 1. März 1575, Heinrich Bullinger [Antistes], p495
9914, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 4. März 1575, Heinrich Bullinger [Antistes], p495
9915, Hans Rudolf Bullinger, p477, 4. März 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9916, Théodor de Bèze (Beza), p8033, 20. März 1575, Heinrich Bullinger [Antistes], p495
9917, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 21. März 1575, Heinrich Bullinger [Antistes], p495
9918, Josua Finsler (Vinslerus), p8080, 24. März 1575, Heinrich Bullinger [Antistes], p495
9919, Nikolaus Zurkinden (Zerchintes), p8095, 24. März 1575, Heinrich Bullinger [Antistes], p495
9920, Heinrich Bullinger [Antistes], p495, 25. März 1575, Rudolf Gwalther (Walter Gualtherus Walthart) d.Ä., p8011
9921, , , , , 
9922, Heinrich Bullinger [Antistes], p495, 25. März 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9923, Hans Liner, p1918, 25. März 1575, Heinrich Bullinger [Antistes], p495
9924, David Wetter, p3933, 25. März 1575, Heinrich Bullinger [Antistes], p495
9925, Konrad Aemisegger, p8138, 26. März 1575, Heinrich Bullinger [Antistes], p495
9926, Heinrich Bullinger [Antistes], p495, 5. April 1575, Nikolaus Zurkinden (Zerchintes), p8095
9927, Scipione Lentolo (Lentulus), p8089, 6. April 1575, Heinrich Bullinger [Antistes], p495
9928, Heinrich Bullinger [Antistes], p495, 7. April 1575, Johannes Kamlbi, p20845
9929, Hans Liner, p1918, 7. April 1575, Heinrich Bullinger [Antistes], p495
9930, Théodor de Bèze (Beza), p8033, 8. April 1575, Heinrich Bullinger [Antistes], p495
9931, Jakob Pfeiffer, p2590, 10. April 1575, Johann Keller, p1783
9932, Kaspar Hubenschmid, p1641, 12. April 1575, Heinrich Bullinger [Antistes], p495
9933, Matthias Bachofen, p266, 12. April 1575, Heinrich Bullinger [Antistes], p495
9934, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 14. April 1575, Heinrich Bullinger [Antistes], p495
9935, Heinrich Bullinger [Antistes], p495, 15. April 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9936, Hans Liner, p1918, 18. April 1575, Heinrich Bullinger [Antistes], p495
9937, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 18. April 1575, Heinrich Bullinger [Antistes], p495
9938, Matthias Bachofen, p266, 19. April 1575, Heinrich Bullinger [Antistes], p495
9939, Johannes Haller d.J., p8018, 21. April 1575, Heinrich Bullinger [Antistes], p495
9940, Heinrich Bullinger [Antistes], p495, 25. April 1575, Théodor de Bèze (Beza), p8033
9941, Albert von Stetten, p3737, 30. April 1575, Heinrich Bullinger [Antistes], p495
9942, Kaspar Hubenschmid, p1641, 2. Mai 1575, Heinrich Bullinger [Antistes], p495
9943, Johannes Haller d.J., p8018, 4. Mai 1575, Heinrich Bullinger [Antistes], p495
9944, Gabriel Schlüsselberger, p2923, 7. Mai 1575, Heinrich Bullinger [Antistes], p495
9945, Hans Liner, p1918, 9. Mai 1575, Heinrich Bullinger [Antistes], p495
9946, Matthieu Coignet d.J., p613, 10. Mai 1575, Heinrich Bullinger [Antistes], p495
9947, Hans Liner, p1918, 11. Mai 1575, Heinrich Bullinger [Antistes], p495
9948, Théodor de Bèze (Beza), p8033, 12. Mai 1575, Heinrich Bullinger [Antistes], p495
9949, Hans Liner, p1918, 15. Mai 1575, Heinrich Bullinger [Antistes], p495
9950, Zacharias Ursinus (Beer Bär), p8453, 15. Mai 1575, Heinrich Bullinger [Antistes], p495
9951, Hans Rudolf Bullinger, p477, 16. Mai 1575, Heinrich Bullinger [Antistes], p495
9952, Heinrich Bullinger [Antistes], p495, 23. Mai 1575, Andreas Stephan, p3029
9953, Kaspar Hubenschmid, p1641, 23. Mai 1575, Heinrich Bullinger [Antistes], p495
9954, Matthias Bachofen, p266, 24. Mai 1575, Heinrich Bullinger [Antistes], p495
9955, Johannes Haller d.J., p8018, 25. Mai 1575, Heinrich Bullinger [Antistes], p495
9956, Hans Liner, p1918, 26. Mai 1575, Heinrich Bullinger [Antistes], p495
9957, Wolfgang Haller, p1453, 31. Mai 1575, Heinrich Bullinger [Antistes], p495
9958, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109, 2. Juni 1575, Heinrich Bullinger [Antistes], p495
9959, Scipione Lentolo (Lentulus), p8089, 3. Juni 1575, Heinrich Bullinger [Antistes], p495
9960, Hans Rudolf Bullinger, p477, , Heinrich Bullinger [Antistes], p495
9961, Wolfgang Haller, p1453, , Heinrich Bullinger [Antistes], p495
9962, Théodor de Bèze (Beza), p8033, 8. Juni 1575, Heinrich Bullinger [Antistes], p495
9963, Théodor de Bèze (Beza), p8033, 8. Juni 1575, Heinrich Bullinger [Antistes], p495
9964, Johannes Haller d.J., p8018, 8. Juni 1575, Heinrich Bullinger [Antistes], p495
9965, Gabriel Schlüsselberger, p2923, 13. Juni 1575, Heinrich Bullinger [Antistes], p495
9966, Heinrich Hedinger, p1516, 13. Juni 1575, Heinrich Bullinger [Antistes], p495
9967, Matthias Bachofen, p266, 14. Juni 1575, Heinrich Bullinger [Antistes], p495
9968, Georg Willer (Wüller), p8518, 14. Juni 1575, Heinrich Bullinger [Antistes], p495
9969, Ulrich Philipp von Hohensax, p3619, 15. Juni 1575, Heinrich Bullinger [Antistes], p495
9970, Kaspar Hubenschmid, p1641, 15. Juni 1575, Heinrich Bullinger [Antistes], p495
9971, Johannes Bechlin, p8027, 16. Juni 1575, Heinrich Bullinger [Antistes], p495
9972, Heinrich Bullinger [Antistes], p495, 16. Juni 1575, Théodor de Bèze (Beza), p8033
9973, Kaspar Hubenschmid, p1641, 20. Juni 1575, Heinrich Bullinger [Antistes], p495
9974, Wolfgang Haller, p1453, 21. Juni 1575, Heinrich Bullinger [Antistes], p495
9975, Blaise Marcuard, p2041, 21. Juni 1575, Heinrich Bullinger [Antistes], p495
9976, Johannes Haller d.J., p8018, 29. Juni 1575, Heinrich Bullinger [Antistes], p495
9977, Georg Kugelmann, p1850, 3. Juli 1575, Heinrich Bullinger [Antistes], p495
9978, Johann Jakob Grynäus, p8067, 10. Juli 1575, Heinrich Bullinger [Antistes], p495
9979, Josias Simler (Simmler), p8442, , , 
9980, , , 11. Juli 1575, , 
9981, , , 11. Juli 1575, , 
9982, Heinrich Bullinger d.J., p487, 21. Juli 1575, Johann Konrad Ulmer (von Ulm ab Ulmis), p8109
9983, Théodor de Bèze (Beza), p8033, 27. Juli 1575, Heinrich Bullinger [Antistes], p495
9984, Josua Finsler (Vinslerus), p8080, 28. Juli 1575, s.n. Schulherr (Scholarch), p2949
9985, Christoph Aichinger, p147, 29. Juli 1575, Heinrich Bullinger [Antistes], p495
9986, Théodor de Bèze (Beza), p8033, 29. Juli 1575, Heinrich Bullinger [Antistes], p495
9987, Richard Cox, p672, 31. Juli 1575, Heinrich Bullinger [Antistes], p495
9988, Heinrich Bullinger [Antistes], p495, August 1575, Johannes Kamlbi, p20845
9989, Christoph (Krystof) Thretius (Treciusz Trecki Trecy), p8511, August 1575, Heinrich Bullinger [Antistes], p495
9990, Heinrich Bullinger [Antistes], p495, 2. August 1575, , 
9991, Gabriel Schlüsselberger, p2923, 3. August 1575, Heinrich Bullinger [Antistes], p495
9992, , , , , 
9993, , , 6. August 1575, , 
9994, , , 9. August 1575, , 
9995, Pawel (Paul) Gilowski, p8010, 10. August 1575, Heinrich Bullinger [Antistes], p495
9996, , , 13. August 1575, , 
9997, Théodor de Bèze (Beza), p8033, 16. August 1575, Heinrich Bullinger [Antistes], p495
9998, Théodor de Bèze (Beza), p8033, 16. August 1575, Heinrich Bullinger [Antistes], p495
9999, , , 16. August 1575, , 
10000, Ludwig von Wittgenstein (Sayn-Wittgenstein), p8030, 16. August 1575, Heinrich Bullinger [Antistes], p495
10001, Johann Philipp von Hohensax (Alto Saxo), p8081, 17. August 1575, Heinrich Bullinger [Antistes], p495
10002, , , 18. August 1575, , 
10003, Johannes Ewich, p1014, 19. August 1575, Heinrich Bullinger [Antistes], p495
10004, Johann Steiger d.Ä., p8063, 28. August 1575, Heinrich Bullinger [Antistes], p495
10005, Josua Finsler (Vinslerus), p8080, 29. August 1575, Heinrich Bullinger [Antistes], p495
10006, Peter Hack, p1421, 2. September 1575, , 
10007, Georg Willer (Wüller), p8518, 10. September 1575, Heinrich Bullinger [Antistes], p495
10008, Théodor de Bèze (Beza), p8033, 19. September 1575, Heinrich Bullinger [Antistes], p495
10009, Philipp Graf zu Pappenheim, p8283, 23. September 1575, Heinrich Bullinger d.J., p487
10010, , , 30. September 1575, , 
10011, Théodor de Bèze (Beza), p8033, 6. Oktober 1575, , 
10012, Madlena von Ellerbach geb. Pappenheim, p8338, 20. November 1575, Heinrich Bullinger d.J., p487
10013, Jodocus  Molitor, p2269, 21. Dezember 1523, Heinrich Bullinger [Antistes], p495
10014, Christoph Stiltz, p2832, 31. Januar 1526, Johannes Enzlin, p1043
10015, Heinrich Bullinger [Antistes], p495, 30. November 1523, Rudolf Asper, p253
10016, Heinrich Bullinger [Antistes], p495, 24. Juni 1524, Werner Steiner (Lithonius), p8447
10017, Heinrich Bullinger [Antistes], p495, 15. Oktober 1524, Rudolf Weingartner, p3873
10018, Heinrich Bullinger [Antistes], p495, 16. November 1524, Jakob Frey, p1046
10019, Heinrich Bullinger [Antistes], p495, 13. März 1525, Verena Huser, p1400
10020, Heinrich Bullinger [Antistes], p495, , Wolfgang Rüpplin (Joner), p9709
10021, Heinrich Bullinger [Antistes], p495, 15. Juli 1525, Anna Suider (Suiter), p2837
10022, Leo Jud, p1753, 15. November 1524, Heinrich Bullinger [Antistes], p495
10023, Heinrich Bullinger [Antistes], p495, 5. Februar 1525, Marx Rosen, p2819
10024, Heinrich Bullinger [Antistes], p495, 10. Dezember 1525, Werner Steiner (Lithonius), p8447
10025, Heinrich Bullinger [Antistes], p495, , Heinrich Simler, p2827
10026, Leo Jud, p1753, 2. März 1525, Heinrich Bullinger [Antistes], p495
10027, Heinrich Bullinger [Antistes], p495, 17. April 1525, Bartholomäus Stocker, p2833
10028, Heinrich Bullinger [Antistes], p495, , Paul Beck, p254
10029, Leo Jud, p1753, 20. April 1525, Heinrich Bullinger [Antistes], p495
10030, Heinrich Bullinger [Antistes], p495, , Rudolf Weingartner, p3873
10031, Heinrich Bullinger [Antistes], p495, 18. Januar 1527, Peter Simler (Simmler), p8443
10032, Leo Jud, p1753, 6. Juli 1525, Heinrich Bullinger [Antistes], p495
10033, Heinrich Bullinger [Antistes], p495, 31. August 1525, Wolfgang Rüpplin (Joner), p9709
10034, Heinrich Bullinger [Antistes], p495, 27. Dezember 1527, Wolfgang Rüpplin (Joner), p9709
10035, Heinrich Bullinger [Antistes], p495, , Johannes Bullinger [Bruder], p527
10036, Leo Jud, p1753, 1. Dezember 1525, Heinrich Bullinger [Antistes], p495
10037, Heinrich Bullinger [Antistes], p495, 16. Dezember 1525, Michael Wüst, p4031
10038, Heinrich Bullinger [Antistes], p495, 21. Januar 1526, Christoph Stiltz, p2832
10039, Heinrich Bullinger [Antistes], p495, 26. Januar 1526, Johannes Burchard, p263
10040, Heinrich Bullinger [Antistes], p495, 8. Februar 1526, Mathias Schmid, p2824
10041, Heinrich Bullinger [Antistes], p495, 27. Februar 1526, Christoph Stiltz, p2832
10042, Heinrich Bullinger [Antistes], p495, 2. Mai 1526, Peter Homphäus, p1398
10043, Heinrich Bullinger [Antistes], p495, 11. Mai 1526, Leo Jud, p1753
10044, Leo Jud, p1753, , Heinrich Bullinger [Antistes], p495
10045, Heinrich Bullinger [Antistes], p495, , Wolfgang Rüpplin (Joner), p9709
10046, Heinrich Bullinger [Antistes], p495, 25. Juni 1526, Rudolf Weingartner, p3873
10047, Leo Jud, p1753, , Heinrich Bullinger [Antistes], p495
10048, Heinrich Bullinger [Antistes], p495, , Huldrych Zwingli, p4091
10049, Heinrich Bullinger [Antistes], p495, 3. April 1527, Heinrich Buchter, p473
10050, Heinrich Bullinger [Antistes], p495, 30. September 1527, Anna Bullinger geb. Adlischwyler [Ehefrau], p8051
10051, Heinrich Bullinger [Antistes], p495, 4. Oktober 1527, , 
10052, Heinrich Bullinger [Antistes], p495, , Anna Bullinger geb. Adlischwyler [Ehefrau], p8051
10053, Heinrich Bullinger [Antistes], p495, 24. Februar 1528, Anna Bullinger geb. Adlischwyler [Ehefrau], p8051
10054, Heinrich Bullinger [Antistes], p495, 15. April 1528, Werner Steiner (Lithonius), p8447
10055, Heinrich Bullinger [Antistes], p495, 4. Juni 1528, Ambrosius Blarer (Blaurer), p8055
10056, Ambrosius Blarer (Blaurer), p8055, 1. September 1528, Heinrich Bullinger [Antistes], p495
10057, Heinrich Bullinger [Antistes], p495, , Barbara May, p2001
10058, Ambrosius Blarer (Blaurer), p8055, 11. August 1529, Heinrich Bullinger [Antistes], p495
10059, Heinrich Bullinger [Antistes], p495, 18. Februar 1530, Peter Simler (Simmler), p8443
10060, Heinrich Bullinger [Antistes], p495, 24. November 1529, Huldrych Zwingli, p4091
10061, Huldrych Zwingli, p4091, 22. Juni 1530, Heinrich Bullinger [Antistes], p495
10062, Leo Jud, p1753, 11. Juli 1530, Heinrich Bullinger [Antistes], p495
10063, Johannes Oekolampad, p2442, 4. Oktober 1530, Heinrich Bullinger [Antistes], p495
10064, Heinrich Bullinger [Antistes], p495, 25. Dezember 1530, , 
10065, Heinrich Bullinger [Antistes], p495, 31. Oktober 1530, Werner Steiner (Lithonius), p8447
10066, Ulrich Stoll, p2835, 30. Juni 1531, Heinrich Bullinger [Antistes], p495
